"cases","deaths","NEVER","RARELY","SOMETIMES","FREQUENTLY","ALWAYS","total_inpatient_beds","total_icu_beds","icu_beds_used_estimate","inpatient_beds_used_estimate","inpatient_beds_used_covid_est","pct_inpatient_bed_utilization","pct_inpatients_with_covid","pct_icu_bed_utilization","Any_coverage","Uninsured","Private","Employer.based","Direct.purchase","TRICARE","Public","Medicaid","Medicare","VA.Care"
-0.502967122006888,0.0607688446255561,0.081567164,0.081089552,0.14661194,0.215343284,0.475313433,0.857753500759493,0.631059637667636,-0.9108667009685,-0.934859247973817,0.101443410139909,-0.726826714214538,0.461944661433623,-1.18051689457518,-0.416661873401523,-0.416266018722679,-0.324891699664873,-0.400808783393591,0.132697491188057,0.0478955007256894,0.372589674476467,0.196350818992328,0.207961849471283,0.0273688575575368
-0.967824599757745,1.0483366491743,0.055592593,0.065037037,0.088814815,0.328888889,0.461555556,0.698587277622645,1.41469720987616,-0.407666988838191,-0.723170088811975,-0.365609857460356,1.1806761052345,0.328118026063462,-0.0339976066538669,-1.2112688743849,-1.21036752197596,-0.720431386567841,-0.390517067978712,0.0736543909348442,0.0977337110481586,0.351274787535411,0.218130311614731,0.140226628895184,0.0410764872521246
-0.356686362841973,-0.590339772167179,0.049666667,0.0532,0.094666667,0.147333333,0.655,-1.02843893394805,-0.500304129507067,0.228198481036693,0.355390989750192,0.244016641721002,-0.531110498436461,-0.0882315061992616,1.04980609628713,-0.922837458461904,-0.922119594778654,-1.0935652508078,-1.04914987349687,0.125313982696065,0.0337705833100754,0.383756628523584,0.208205414457159,0.197181133128663,0.0295841473625454
-0.502949237549245,-0.0696415583310113,0.09092,0.087253333,0.13836,0.220626667,0.462866667,0.42977605409169,0.878063417778349,-0.774279632464438,-0.217921086668736,-0.15236701541954,0.789243673678338,0.160834731850761,-0.0104792622862507,-0.229705419255606,-0.229428498921769,-1.69791362888706,-1.78366181805957,0.130948363145461,0.0310496118798515,0.439757003037462,0.265609179885251,0.207222409719879,0.031724603442457
0.573284563351677,0.462823207892805,0.032310345,0.030724138,0.063689655,0.158603448,0.714637931,-1.11147261190748,-1.00836545849523,0.926253991825786,1.02215626724788,1.16481827729928,-0.28135323800324,0.787217733513876,-0.064375468128705,0.238671796068129,0.238650753234159,-0.873024290633707,-0.592215628193537,0.121262628852762,0.0173855069490743,0.378198881993948,0.254525873121699,0.156418277860403,0.015000769270219
0.382856885781789,0.437170117020267,0.03915625,0.0719375,0.097265625,0.244328125,0.5474375,-0.681926197670898,-0.221615872428193,0.276137363169223,0.754819968313952,0.0583652653201553,0.364218160309527,-0.469265676350415,0.0404771505102519,0.141636358867469,0.141677046163214,0.390228987213258,0.228000007721701,0.133121468926554,0.0406073446327684,0.315148305084746,0.170727401129944,0.156426553672316,0.0252471751412429
0.730524843222286,-1.33515776889635,0.0175,0.023,0.053625,0.126375,0.7795,-0.163137490952918,0.151669876445598,0.768830733796302,0.15486151022417,0.152695213970668,-0.368987364471038,-0.0138833754380606,2.0581551110487,0.814426193627438,0.823233503609674,0.122657330111368,0.577890611597661,0.120341394025605,0.0136557610241821,0.370697012802276,0.217923186344239,0.184352773826458,0.015647226173542
0.333724012099896,-0.243298158469189,0.019333333,0.006666667,0.060666667,0.095666667,0.817666667,0.0462959599296444,-0.181000265005837,0.755486878772222,-0.533492582725283,0.614074893784683,-0.29011665065002,0.850413644660897,-0.699370766054355,0.630782340854338,0.596705255099312,0.393206176742716,0.617953674211664,0.135983263598326,0.0439330543933054,0.395397489539749,0.207112970711297,0.21652719665272,0.0251046025104603
0.344861520074609,-0.833216497750397,0.012,0.013,0.069,0.164,0.743,3.40129640551709,4.65885493051155,-3.79645352136851,-4.38622541439075,-0.574370769569203,-1.87921547726606,0.785359030244846,-0.194706293165914,1.56816579251931,1.56729897788046,0.694813660181695,0.969212968749464,0.129124820659971,0.0200860832137733,0.341463414634146,0.248206599713056,0.131994261119082,0.0143472022955524
-0.602817100016235,-0.480560986861963,0.055253731,0.057522388,0.110343284,0.194298507,0.582552239,2.69580125565512,0.048879947240688,-0.650720414345729,-0.656451152415636,0.604950324480656,-1.06275753234109,0.750043668133276,-0.386772772168117,-1.52890561807661,-1.52627461306396,-1.12787027676738,-1.97641794468054,0.169022073072742,0.0364891052606702,0.36772699343007,0.173134187266626,0.226024483622442,0.0289738620787446
-0.321256954165043,-0.411713185467364,0.083333333,0.078377358,0.126144654,0.199792453,0.512314465,-0.936209911249913,-0.342090641412744,-0.262238129569176,0.430500343534451,0.610548665300072,-1.11387743944731,0.229606752804871,-0.783644833371648,-1.60762615712442,-1.60957429957387,-0.521789799968626,-0.365014639305202,0.117754318618042,0.0403071017274472,0.314011516314779,0.171880998080614,0.16362763915547,0.0250479846449136
1.61531912965979,1.21079554261672,0.01375,0.02025,0.03375,0.12575,0.80625,-1.88524504424868,-1.34780772563914,1.8118146661577,1.35289753339073,1.73562763451647,0.637344521134157,1.66266697322701,1.13310023258911,1.37171519759457,1.39475489301986,1.32246720926666,1.4788139982546,0.129506990434143,0.0779985283296542,0.362766740250184,0.18027961736571,0.202354672553348,0.025018395879323
-0.404625426164596,-0.313467387771783,0.07227451,0.071313725,0.126872549,0.219490196,0.510078431,-0.256000442754725,0.0652194907393304,0.198258212215274,0.317320814517623,-1.13515791220571,0.283886877714045,-1.48969377104789,0.796983894335253,0.337868981931318,0.337784833748131,0.254099059876562,0.688491064000715,0.122837924407431,0.0124119154388213,0.335041639974375,0.182094811018578,0.171925048046124,0.0166559897501602
