COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,State fips
16007,0.151,0.12,0.102,0.243,0.385,16
16009,0.038,0.059,0.15,0.152,0.601,16
16011,0.095,0.197,0.175,0.229,0.304,16
16013,0.155,0.107,0.102,0.13,0.506,16
16015,0.057,0.038,0.038,0.549,0.318,16
16017,0.088,0.116,0.119,0.241,0.436,16
16019,0.096,0.202,0.188,0.247,0.268,16
16021,0.045,0.171,0.061,0.185,0.537,16
16023,0.107,0.213,0.159,0.222,0.298,16
16025,0.186,0.03,0.047,0.098,0.639,16
16027,0.113,0.095,0.17,0.24,0.381,16
16029,0.1,0.181,0.191,0.202,0.326,16
16031,0.134,0.223,0.102,0.149,0.392,16
16033,0.119,0.228,0.196,0.239,0.218,16
16035,0.037,0.112,0.127,0.25,0.475,16
16037,0.069,0.029,0.199,0.244,0.458,16
16039,0.206,0.044,0.038,0.173,0.539,16
16041,0.131,0.118,0.085,0.256,0.41,16
16043,0.111,0.206,0.202,0.247,0.233,16
16045,0.119,0.136,0.111,0.198,0.436,16
16047,0.211,0.202,0.089,0.153,0.345,16
16049,0.045,0.094,0.164,0.275,0.423,16
16051,0.099,0.208,0.192,0.249,0.252,16
16053,0.175,0.219,0.096,0.167,0.343,16
16055,0.146,0.105,0.17,0.22,0.359,16
16057,0.002,0.012,0.066,0.328,0.592,16
16059,0.109,0.173,0.231,0.125,0.362,16
16061,0.027,0.073,0.157,0.285,0.459,16
16063,0.18,0.2,0.105,0.135,0.379,16
16065,0.101,0.207,0.196,0.25,0.245,16
16067,0.134,0.219,0.106,0.152,0.39,16
16069,0.009,0.03,0.117,0.326,0.517,16
16071,0.083,0.173,0.153,0.185,0.406,16
16073,0.123,0.137,0.146,0.171,0.423,16
16075,0.081,0.199,0.174,0.242,0.304,16
16077,0.078,0.205,0.152,0.185,0.381,16
16079,0.068,0.144,0.299,0.147,0.342,16
16081,0.099,0.189,0.19,0.25,0.272,16
16083,0.166,0.222,0.101,0.177,0.335,16
16085,0.041,0.118,0.102,0.378,0.361,16
16087,0.136,0.13,0.324,0.172,0.239,16
17001,0.18,0.092,0.189,0.19,0.35,17
17003,0.11,0.082,0.148,0.262,0.398,17
17005,0.07,0.055,0.108,0.218,0.549,17
17007,0.025,0.006,0.065,0.244,0.66,17
17009,0.18,0.099,0.136,0.2,0.385,17
17011,0.012,0.019,0.156,0.208,0.605,17
17013,0.082,0.06,0.219,0.366,0.273,17
17015,0.03,0.064,0.12,0.19,0.596,17
17017,0.103,0.08,0.19,0.187,0.441,17
17019,0,0.067,0.08,0.192,0.661,17
17021,0.059,0.057,0.091,0.19,0.603,17
17023,0.127,0.089,0.107,0.226,0.451,17
17025,0.062,0.115,0.145,0.306,0.372,17
17027,0.102,0.063,0.083,0.166,0.587,17
17029,0.112,0.055,0.201,0.221,0.411,17
17031,0.023,0.021,0.072,0.162,0.722,17
17033,0.146,0.196,0.047,0.219,0.392,17
17035,0.095,0.075,0.194,0.212,0.424,17
17037,0.007,0.012,0.034,0.191,0.756,17
17039,0.035,0.106,0.073,0.28,0.507,17
17041,0.048,0.061,0.105,0.191,0.594,17
17043,0.01,0.01,0.056,0.163,0.76,17
17045,0.174,0.09,0.131,0.208,0.398,17
17047,0.086,0.148,0.233,0.306,0.228,17
17049,0.072,0.072,0.214,0.232,0.41,17
17051,0.069,0.076,0.156,0.229,0.47,17
17053,0.011,0.082,0.167,0.172,0.567,17
17055,0.099,0.166,0.119,0.211,0.405,17
17057,0.016,0.03,0.311,0.199,0.444,17
17059,0.201,0.06,0.128,0.238,0.373,17
17061,0.136,0.029,0.109,0.217,0.508,17
17063,0.056,0.056,0.105,0.183,0.599,17
17065,0.138,0.179,0.1,0.21,0.373,17
17067,0.147,0.154,0.125,0.163,0.411,17
17069,0.163,0.072,0.235,0.191,0.34,17
17071,0.096,0.044,0.101,0.155,0.604,17
17073,0.067,0.072,0.061,0.203,0.597,17
17075,0.097,0.168,0.069,0.242,0.424,17
17077,0.066,0.078,0.151,0.209,0.496,17
17079,0.099,0.135,0.131,0.254,0.38,17
17081,0.122,0.126,0.08,0.279,0.393,17
17083,0.074,0.079,0.124,0.185,0.537,17
17085,0.034,0.104,0.22,0.178,0.465,17
17087,0.124,0.05,0.189,0.141,0.496,17
17089,0.013,0.026,0.048,0.165,0.748,17
17091,0.044,0.084,0.096,0.249,0.527,17
17093,0.001,0.009,0.065,0.136,0.788,17
17095,0.035,0.031,0.194,0.246,0.494,17
17097,0.02,0.018,0.046,0.146,0.769,17
17099,0.018,0.046,0.113,0.267,0.556,17
17101,0.197,0.157,0.105,0.281,0.26,17
17103,0.013,0.054,0.058,0.224,0.65,17
17105,0.03,0.147,0.08,0.234,0.51,17
17107,0.046,0.045,0.23,0.128,0.551,17
17109,0.041,0.091,0.097,0.182,0.59,17
17111,0.03,0.012,0.066,0.176,0.716,17
17113,0.085,0.062,0.091,0.201,0.561,17
17115,0.016,0.062,0.088,0.286,0.549,17
17117,0.015,0.05,0.147,0.227,0.561,17
17119,0.035,0.045,0.083,0.189,0.648,17
17121,0.1,0.093,0.101,0.302,0.404,17
17123,0.048,0.083,0.133,0.198,0.538,17
17125,0.238,0.031,0.292,0.126,0.313,17
17127,0.097,0.043,0.232,0.256,0.373,17
17129,0.102,0.047,0.138,0.172,0.54,17
17131,0.039,0.066,0.11,0.215,0.571,17
17133,0.003,0.04,0.112,0.174,0.67,17
17135,0.018,0.05,0.091,0.316,0.525,17
17137,0.05,0.062,0.177,0.178,0.533,17
17139,0.081,0.073,0.213,0.243,0.39,17
17141,0.053,0.045,0.129,0.184,0.589,17
17143,0.039,0.036,0.096,0.251,0.577,17
17145,0.055,0.092,0.104,0.358,0.392,17
17147,0.003,0.052,0.06,0.198,0.688,17
17149,0.138,0.079,0.218,0.205,0.36,17
17151,0.104,0.054,0.213,0.214,0.415,17
17153,0.117,0.064,0.189,0.225,0.405,17
17155,0.021,0.025,0.168,0.251,0.535,17
17157,0.008,0.032,0.117,0.391,0.452,17
17159,0.111,0.151,0.107,0.3,0.331,17
17161,0.078,0.025,0.066,0.235,0.596,17
17163,0.032,0.027,0.037,0.138,0.767,17
17165,0.117,0.106,0.111,0.204,0.462,17
17167,0.017,0.03,0.155,0.233,0.564,17
17169,0.132,0.1,0.152,0.198,0.417,17
17171,0.113,0.057,0.148,0.162,0.52,17
17173,0.07,0.047,0.168,0.245,0.469,17
17175,0.013,0.101,0.058,0.155,0.672,17
17177,0.036,0.059,0.041,0.222,0.644,17
17179,0.044,0.04,0.141,0.215,0.56,17
17181,0.1,0.078,0.162,0.195,0.466,17
17183,0.023,0.119,0.088,0.266,0.504,17
17185,0.078,0.113,0.271,0.325,0.212,17
17187,0.042,0.02,0.141,0.276,0.522,17
17189,0.118,0.046,0.053,0.327,0.456,17
17191,0.086,0.142,0.128,0.3,0.345,17
17193,0.19,0.144,0.095,0.239,0.332,17
17195,0.025,0.066,0.042,0.218,0.649,17
17197,0.041,0.024,0.062,0.134,0.739,17
17199,0.095,0.122,0.136,0.183,0.464,17
17201,0.031,0.03,0.089,0.193,0.657,17
17203,0.062,0.067,0.112,0.242,0.517,17
18001,0.136,0.047,0.16,0.348,0.309,18
18003,0.07,0.14,0.099,0.228,0.464,18
18005,0.138,0.084,0.085,0.286,0.406,18
18007,0.082,0.126,0.112,0.183,0.496,18
18009,0.093,0.152,0.106,0.203,0.447,18
18011,0.052,0.085,0.142,0.308,0.413,18
18013,0.055,0.061,0.041,0.184,0.66,18
18015,0.059,0.104,0.17,0.22,0.447,18
18017,0.037,0.192,0.283,0.206,0.283,18
18019,0.068,0.06,0.141,0.228,0.501,18
18021,0.122,0.073,0.112,0.226,0.466,18
18023,0.088,0.033,0.132,0.285,0.462,18
18025,0.067,0.089,0.118,0.261,0.465,18
18027,0.049,0.061,0.13,0.214,0.546,18
18029,0.083,0.1,0.168,0.277,0.371,18
18031,0.175,0.083,0.101,0.204,0.437,18
18033,0.109,0.074,0.118,0.149,0.55,18
18035,0.095,0.109,0.124,0.197,0.475,18
18037,0.01,0.105,0.086,0.25,0.55,18
18039,0.03,0.097,0.094,0.252,0.528,18
18041,0.161,0.041,0.048,0.237,0.514,18
18043,0.053,0.086,0.154,0.233,0.474,18
18045,0.077,0.089,0.147,0.212,0.474,18
18047,0.07,0.082,0.104,0.199,0.545,18
18049,0.142,0.114,0.128,0.217,0.399,18
18051,0.09,0.1,0.204,0.255,0.351,18
18053,0.053,0.108,0.133,0.311,0.393,18
18055,0.099,0.027,0.081,0.235,0.558,18
18057,0.07,0.051,0.049,0.234,0.596,18
18059,0.068,0.04,0.166,0.306,0.42,18
18061,0.094,0.084,0.205,0.258,0.359,18
18063,0.054,0.052,0.113,0.257,0.523,18
18065,0.183,0.148,0.125,0.111,0.434,18
18067,0.008,0.083,0.183,0.301,0.426,18
18069,0.15,0.182,0.053,0.199,0.416,18
18071,0.097,0.098,0.105,0.388,0.312,18
18073,0.186,0.1,0.065,0.328,0.321,18
18075,0.141,0.139,0.157,0.235,0.328,18
18077,0.083,0.219,0.218,0.225,0.255,18
18079,0.095,0.105,0.172,0.308,0.319,18
18081,0.057,0.094,0.1,0.192,0.557,18
18083,0.158,0.125,0.121,0.259,0.338,18
18085,0.073,0.147,0.089,0.195,0.496,18
18087,0.059,0.082,0.171,0.236,0.452,18
18089,0.043,0.057,0.088,0.219,0.592,18
18091,0.084,0.075,0.168,0.206,0.466,18
18093,0.092,0.117,0.109,0.191,0.491,18
18095,0.062,0.084,0.15,0.145,0.559,18
18097,0.051,0.053,0.116,0.232,0.548,18
18099,0.12,0.103,0.159,0.229,0.389,18
18101,0.041,0.064,0.123,0.223,0.55,18
18103,0.054,0.125,0.253,0.226,0.343,18
18105,0.037,0.037,0.094,0.242,0.591,18
18107,0.07,0.116,0.168,0.156,0.49,18
18109,0.06,0.131,0.136,0.188,0.485,18
18111,0.102,0.153,0.092,0.338,0.316,18
18113,0.057,0.11,0.135,0.197,0.5,18
18115,0.06,0.078,0.18,0.223,0.459,18
18117,0.096,0.086,0.073,0.315,0.43,18
18119,0.094,0.038,0.087,0.282,0.5,18
18121,0.116,0.111,0.174,0.195,0.405,18
18123,0.01,0.109,0.087,0.252,0.542,18
18125,0.052,0.089,0.163,0.2,0.495,18
18127,0.05,0.1,0.108,0.231,0.512,18
18129,0.132,0.056,0.115,0.226,0.472,18
18131,0.135,0.219,0.171,0.253,0.223,18
18133,0.075,0.162,0.204,0.194,0.366,18
18135,0.128,0.13,0.228,0.179,0.336,18
18137,0.054,0.074,0.15,0.294,0.429,18
18139,0.133,0.118,0.063,0.279,0.408,18
18141,0.031,0.04,0.102,0.228,0.598,18
18143,0.036,0.073,0.168,0.263,0.46,18
18145,0.16,0.057,0.177,0.193,0.413,18
18147,0.017,0.134,0.104,0.216,0.529,18
18149,0.177,0.151,0.088,0.219,0.365,18
18151,0.04,0.089,0.17,0.169,0.532,18
18153,0.127,0.071,0.077,0.207,0.517,18
18155,0.089,0.125,0.209,0.234,0.344,18
18157,0.093,0.083,0.102,0.204,0.518,18
18159,0.033,0.082,0.089,0.444,0.352,18
18161,0.095,0.053,0.106,0.178,0.569,18
18163,0.07,0.039,0.115,0.234,0.542,18
18165,0.113,0.105,0.134,0.223,0.426,18
18167,0.118,0.064,0.102,0.25,0.466,18
18169,0.07,0.11,0.237,0.202,0.381,18
18171,0.079,0.115,0.092,0.223,0.492,18
18173,0.045,0.038,0.117,0.252,0.548,18
18175,0.097,0.074,0.062,0.356,0.411,18
18177,0.162,0.09,0.138,0.261,0.348,18
18179,0.205,0.05,0.077,0.337,0.332,18
18181,0.056,0.177,0.194,0.189,0.384,18
18183,0.061,0.186,0.132,0.16,0.46,18
19001,0.073,0.128,0.128,0.307,0.364,19
19003,0.148,0.11,0.15,0.311,0.281,19
19005,0.138,0.049,0.132,0.212,0.469,19
19007,0.044,0.11,0.239,0.193,0.413,19
19009,0.224,0.073,0.194,0.187,0.322,19
19011,0.098,0.067,0.13,0.2,0.504,19
19013,0.032,0.053,0.18,0.289,0.447,19
19015,0.09,0.08,0.1,0.197,0.533,19
19017,0.048,0.062,0.197,0.268,0.424,19
19019,0.021,0.124,0.087,0.394,0.373,19
19021,0.183,0.062,0.26,0.207,0.288,19
19023,0.052,0.094,0.208,0.23,0.417,19
19025,0.212,0.117,0.213,0.153,0.304,19
19027,0.153,0.11,0.241,0.139,0.358,19
19029,0.341,0.07,0.124,0.238,0.227,19
19031,0.026,0.096,0.142,0.355,0.381,19
19033,0.061,0.365,0.146,0.213,0.215,19
19035,0.183,0.105,0.221,0.182,0.309,19
19037,0.075,0.136,0.197,0.236,0.356,19
19039,0.078,0.167,0.143,0.194,0.418,19
19041,0.224,0.035,0.112,0.189,0.441,19
19043,0.123,0.084,0.137,0.284,0.371,19
19045,0.092,0.13,0.079,0.269,0.43,19
19047,0.089,0.045,0.141,0.064,0.66,19
19049,0.036,0.102,0.118,0.26,0.485,19
19051,0.038,0.101,0.249,0.201,0.411,19
19053,0.248,0.132,0.258,0.068,0.294,19
19055,0.035,0.137,0.137,0.408,0.283,19
19057,0.135,0.081,0.109,0.122,0.553,19
19059,0.276,0.027,0.091,0.173,0.433,19
19061,0.037,0.155,0.189,0.189,0.43,19
19063,0.241,0.083,0.067,0.181,0.428,19
19065,0.054,0.075,0.128,0.349,0.394,19
19067,0.063,0.271,0.148,0.25,0.268,19
19069,0.088,0.278,0.187,0.186,0.261,19
19071,0.048,0.061,0.071,0.209,0.611,19
19073,0.116,0.141,0.235,0.153,0.354,19
19075,0.038,0.042,0.203,0.238,0.48,19
19077,0.162,0.073,0.143,0.283,0.34,19
19079,0.143,0.118,0.129,0.153,0.457,19
19081,0.08,0.384,0.146,0.174,0.216,19
19083,0.074,0.075,0.195,0.214,0.441,19
19085,0.118,0.044,0.094,0.178,0.565,19
19087,0.123,0.142,0.091,0.183,0.461,19
19089,0.077,0.151,0.176,0.183,0.413,19
19091,0.243,0.268,0.147,0.102,0.24,19
19093,0.153,0.094,0.246,0.128,0.38,19
19095,0.027,0.149,0.135,0.239,0.45,19
19097,0.032,0.096,0.229,0.232,0.411,19
19099,0.102,0.105,0.233,0.212,0.347,19
19101,0.074,0.116,0.221,0.191,0.398,19
19103,0.014,0.044,0.069,0.2,0.673,19
19105,0.04,0.105,0.165,0.336,0.355,19
19107,0.035,0.126,0.287,0.28,0.272,19
19109,0.135,0.318,0.101,0.173,0.272,19
19111,0.17,0.146,0.131,0.161,0.392,19
19113,0.039,0.081,0.115,0.201,0.563,19
19115,0.097,0.058,0.15,0.214,0.482,19
19117,0.032,0.204,0.196,0.185,0.384,19
19119,0.078,0.173,0.157,0.247,0.344,19
19121,0.01,0.102,0.136,0.268,0.484,19
19123,0.069,0.067,0.294,0.283,0.287,19
19125,0.053,0.049,0.209,0.26,0.429,19
19127,0.077,0.064,0.153,0.226,0.48,19
19129,0.064,0.084,0.091,0.281,0.481,19
19131,0.046,0.282,0.149,0.26,0.263,19
19133,0.078,0.069,0.087,0.127,0.64,19
19135,0.034,0.078,0.256,0.247,0.385,19
19137,0.218,0.034,0.084,0.378,0.286,19
19139,0.12,0.022,0.221,0.273,0.364,19
19141,0.173,0.054,0.267,0.187,0.319,19
19143,0.195,0.051,0.233,0.199,0.322,19
19145,0.088,0.053,0.068,0.31,0.481,19
19147,0.199,0.116,0.088,0.179,0.419,19
19149,0.125,0.145,0.166,0.162,0.402,19
19151,0.214,0.124,0.162,0.165,0.335,19
19153,0.044,0.089,0.136,0.259,0.473,19
19155,0.115,0.083,0.147,0.264,0.39,19
19157,0.121,0.145,0.187,0.164,0.383,19
19159,0.144,0.138,0.281,0.162,0.275,19
19161,0.18,0.071,0.286,0.159,0.303,19
19163,0.075,0.027,0.126,0.277,0.494,19
19165,0.099,0.059,0.182,0.145,0.516,19
19167,0.12,0.06,0.285,0.2,0.335,19
19169,0.045,0.075,0.071,0.235,0.574,19
19171,0.066,0.053,0.209,0.181,0.491,19
19173,0.09,0.151,0.185,0.282,0.292,19
19175,0.03,0.125,0.172,0.21,0.462,19
19177,0.107,0.128,0.175,0.218,0.372,19
19179,0.034,0.082,0.293,0.221,0.37,19
19181,0.055,0.182,0.181,0.245,0.337,19
19183,0.035,0.102,0.123,0.151,0.589,19
19185,0.138,0.148,0.252,0.12,0.342,19
19187,0.209,0.167,0.161,0.101,0.362,19
19189,0.07,0.329,0.176,0.197,0.228,19
19191,0.122,0.044,0.151,0.177,0.505,19
19193,0.113,0.165,0.137,0.16,0.425,19
19195,0.072,0.271,0.175,0.231,0.251,19
19197,0.172,0.299,0.173,0.125,0.232,19
20001,0.153,0.212,0.126,0.167,0.341,20
20003,0.189,0.063,0.137,0.267,0.344,20
20005,0.137,0.122,0.169,0.256,0.316,20
20007,0.069,0.147,0.118,0.329,0.336,20
20009,0.107,0.131,0.12,0.211,0.43,20
20011,0.167,0.146,0.077,0.12,0.49,20
20013,0.089,0.149,0.183,0.197,0.382,20
20015,0.053,0.133,0.122,0.222,0.47,20
20017,0.151,0.082,0.212,0.225,0.331,20
20019,0.128,0.137,0.185,0.214,0.337,20
20021,0.131,0.121,0.164,0.174,0.41,20
20023,0.065,0.27,0.174,0.235,0.256,20
20025,0.163,0.13,0.126,0.232,0.348,20
20027,0.081,0.069,0.115,0.229,0.507,20
20029,0.154,0.077,0.118,0.217,0.434,20
20031,0.085,0.119,0.165,0.404,0.227,20
20033,0.112,0.144,0.128,0.271,0.346,20
20035,0.075,0.093,0.28,0.131,0.421,20
20037,0.108,0.143,0.118,0.139,0.492,20
20039,0.163,0.118,0.211,0.235,0.273,20
20041,0.106,0.118,0.148,0.243,0.385,20
20043,0.137,0.193,0.184,0.214,0.272,20
20045,0.006,0.009,0.024,0.227,0.734,20
20047,0.052,0.086,0.135,0.221,0.506,20
20049,0.061,0.05,0.295,0.282,0.312,20
20051,0.154,0.154,0.224,0.148,0.32,20
20053,0.174,0.133,0.133,0.187,0.373,20
20055,0.166,0.089,0.163,0.239,0.343,20
20057,0.143,0.084,0.143,0.232,0.399,20
20059,0.063,0.06,0.159,0.354,0.364,20
20061,0.05,0.068,0.113,0.27,0.499,20
20063,0.24,0.089,0.234,0.151,0.287,20
20065,0.218,0.156,0.247,0.129,0.25,20
20067,0.14,0.108,0.15,0.231,0.37,20
20069,0.158,0.092,0.146,0.24,0.364,20
20071,0.135,0.131,0.181,0.229,0.323,20
20073,0.034,0.079,0.256,0.302,0.33,20
20075,0.131,0.095,0.189,0.217,0.368,20
20077,0.079,0.118,0.21,0.193,0.4,20
20079,0.075,0.058,0.121,0.323,0.423,20
20081,0.153,0.107,0.137,0.239,0.364,20
20083,0.126,0.075,0.163,0.225,0.412,20
20085,0.01,0.116,0.161,0.136,0.577,20
20087,0.026,0.069,0.09,0.182,0.634,20
20089,0.171,0.142,0.087,0.259,0.34,20
20091,0.029,0.019,0.075,0.224,0.654,20
20093,0.155,0.098,0.172,0.229,0.346,20
20095,0.081,0.212,0.114,0.128,0.464,20
20097,0.062,0.107,0.128,0.233,0.469,20
20099,0.168,0.123,0.091,0.147,0.471,20
20101,0.197,0.075,0.197,0.204,0.326,20
20103,0.087,0.135,0.092,0.142,0.544,20
20105,0.171,0.132,0.16,0.163,0.375,20
20107,0.14,0.053,0.121,0.285,0.4,20
20109,0.206,0.131,0.194,0.189,0.28,20
20111,0.113,0.111,0.133,0.3,0.344,20
20113,0.12,0.065,0.106,0.313,0.396,20
20115,0.101,0.068,0.209,0.279,0.343,20
20117,0.048,0.049,0.233,0.263,0.407,20
20119,0.164,0.123,0.115,0.235,0.362,20
20121,0.071,0.044,0.095,0.25,0.54,20
20123,0.173,0.116,0.144,0.18,0.388,20
20125,0.164,0.132,0.102,0.195,0.407,20
20127,0.11,0.094,0.148,0.244,0.404,20
20129,0.12,0.113,0.144,0.218,0.405,20
20131,0.035,0.094,0.203,0.236,0.432,20
20133,0.133,0.204,0.12,0.127,0.416,20
20135,0.15,0.083,0.199,0.198,0.371,20
20137,0.161,0.163,0.177,0.225,0.275,20
20139,0.018,0.09,0.088,0.24,0.564,20
20141,0.174,0.233,0.163,0.136,0.293,20
20143,0.131,0.117,0.164,0.191,0.396,20
20145,0.053,0.096,0.137,0.217,0.497,20
20147,0.15,0.244,0.126,0.19,0.29,20
20149,0.012,0.057,0.145,0.236,0.55,20
20151,0.02,0.183,0.101,0.309,0.387,20
20153,0.128,0.174,0.209,0.22,0.268,20
20155,0.135,0.077,0.143,0.191,0.454,20
20157,0.183,0.073,0.076,0.295,0.373,20
20159,0.153,0.086,0.11,0.241,0.41,20
20161,0.03,0.05,0.124,0.261,0.535,20
20163,0.179,0.22,0.218,0.123,0.26,20
20165,0.11,0.122,0.182,0.183,0.403,20
20167,0.16,0.174,0.174,0.157,0.335,20
20169,0.126,0.133,0.175,0.209,0.357,20
20171,0.197,0.09,0.19,0.21,0.313,20
20173,0.06,0.055,0.126,0.26,0.499,20
20175,0.138,0.14,0.092,0.226,0.403,20
20177,0.009,0.078,0.095,0.184,0.633,20
20179,0.231,0.112,0.236,0.154,0.267,20
20181,0.1,0.27,0.159,0.24,0.231,20
20183,0.142,0.257,0.088,0.195,0.319,20
20185,0.041,0.125,0.109,0.252,0.472,20
20187,0.127,0.098,0.172,0.216,0.388,20
20189,0.122,0.132,0.112,0.225,0.408,20
20191,0.104,0.039,0.115,0.298,0.444,20
20193,0.188,0.157,0.208,0.184,0.263,20
20195,0.203,0.115,0.256,0.137,0.291,20
20197,0.011,0.077,0.12,0.201,0.591,20
20199,0.128,0.21,0.154,0.246,0.262,20
20201,0.148,0.075,0.111,0.234,0.432,20
20203,0.173,0.112,0.184,0.219,0.313,20
20205,0.125,0.148,0.145,0.184,0.398,20
20207,0.092,0.175,0.171,0.247,0.314,20
20209,0.025,0.056,0.076,0.178,0.665,20
21001,0.076,0.115,0.167,0.243,0.399,21
21003,0.101,0.072,0.097,0.211,0.519,21
21005,0.062,0.01,0.044,0.483,0.401,21
21007,0.107,0.033,0.198,0.257,0.404,21
21009,0.053,0.093,0.09,0.176,0.588,21
21011,0.076,0.058,0.084,0.339,0.443,21
21013,0.146,0.094,0.12,0.199,0.44,21
21015,0.08,0.087,0.081,0.232,0.52,21
21017,0.024,0.037,0.042,0.129,0.769,21
21019,0.084,0.125,0.202,0.235,0.354,21
21021,0.092,0.037,0.112,0.161,0.598,21
21023,0.056,0.249,0.065,0.238,0.392,21
21025,0.114,0.081,0.126,0.241,0.438,21
21027,0.023,0.146,0.177,0.138,0.517,21
21029,0.037,0.091,0.156,0.181,0.535,21
21031,0.066,0.097,0.133,0.17,0.535,21
21033,0.059,0.067,0.26,0.177,0.438,21
21035,0.066,0.084,0.248,0.17,0.432,21
21037,0.073,0.085,0.134,0.278,0.43,21
21039,0.104,0.045,0.188,0.236,0.428,21
21041,0.155,0.171,0.12,0.208,0.346,21
21043,0.069,0.102,0.122,0.324,0.383,21
21045,0.164,0.076,0.161,0.154,0.444,21
21047,0.06,0.118,0.178,0.279,0.365,21
21049,0.083,0.093,0.11,0.233,0.48,21
21051,0.153,0.082,0.165,0.16,0.44,21
21053,0.096,0.115,0.248,0.165,0.375,21
21055,0.121,0.117,0.29,0.153,0.319,21
21057,0.067,0.106,0.224,0.229,0.374,21
21059,0.055,0.057,0.122,0.236,0.531,21
21061,0.055,0.057,0.086,0.179,0.624,21
21063,0.117,0.1,0.051,0.289,0.443,21
21065,0.082,0.151,0.09,0.275,0.402,21
21067,0.031,0.051,0.066,0.202,0.65,21
21069,0.068,0.069,0.075,0.287,0.502,21
21071,0.131,0.066,0.129,0.134,0.54,21
21073,0.088,0.036,0.142,0.214,0.521,21
21075,0.1,0.102,0.202,0.217,0.38,21
21077,0.076,0.048,0.198,0.211,0.466,21
21079,0.077,0.043,0.063,0.276,0.54,21
21081,0.047,0.056,0.183,0.106,0.608,21
21083,0.103,0.069,0.266,0.222,0.34,21
21085,0.043,0.042,0.134,0.154,0.627,21
21087,0.063,0.076,0.127,0.247,0.488,21
21089,0.092,0.101,0.236,0.228,0.342,21
21091,0.019,0.08,0.121,0.235,0.546,21
21093,0.057,0.062,0.106,0.217,0.558,21
21095,0.076,0.093,0.098,0.126,0.606,21
21097,0.073,0.044,0.031,0.047,0.804,21
21099,0.053,0.034,0.118,0.185,0.61,21
21101,0.072,0.061,0.136,0.229,0.501,21
21103,0.093,0.082,0.174,0.254,0.398,21
21105,0.097,0.065,0.221,0.202,0.415,21
21107,0.04,0.067,0.174,0.217,0.502,21
21109,0.183,0.068,0.092,0.235,0.421,21
21111,0.036,0.048,0.083,0.23,0.602,21
21113,0.022,0.036,0.104,0.21,0.628,21
21115,0.102,0.053,0.106,0.127,0.612,21
21117,0.052,0.056,0.146,0.245,0.5,21
21119,0.157,0.073,0.13,0.142,0.497,21
21121,0.187,0.073,0.103,0.165,0.471,21
21123,0.074,0.053,0.09,0.213,0.57,21
21125,0.201,0.047,0.083,0.152,0.517,21
21127,0.155,0.091,0.151,0.125,0.479,21
21129,0.129,0.069,0.129,0.273,0.399,21
21131,0.094,0.103,0.142,0.174,0.487,21
21133,0.078,0.05,0.127,0.122,0.624,21
21135,0.057,0.081,0.21,0.296,0.357,21
21137,0.172,0.054,0.093,0.172,0.509,21
21139,0.08,0.1,0.29,0.191,0.339,21
21141,0.099,0.1,0.08,0.198,0.523,21
21143,0.052,0.11,0.316,0.138,0.384,21
21145,0.085,0.058,0.232,0.255,0.37,21
21147,0.096,0.116,0.143,0.203,0.441,21
21149,0.081,0.105,0.107,0.249,0.459,21
21151,0.088,0.094,0.114,0.233,0.471,21
21153,0.107,0.078,0.111,0.164,0.54,21
21155,0.046,0.082,0.074,0.144,0.654,21
21157,0.061,0.083,0.28,0.18,0.395,21
21159,0.108,0.055,0.096,0.104,0.637,21
21161,0.056,0.119,0.061,0.284,0.479,21
21163,0.018,0.154,0.115,0.154,0.559,21
21165,0.161,0.088,0.067,0.215,0.468,21
21167,0.047,0.012,0.178,0.195,0.567,21
21169,0.048,0.109,0.134,0.222,0.487,21
21171,0.082,0.134,0.185,0.15,0.448,21
21173,0.03,0.041,0.085,0.392,0.452,21
21175,0.133,0.116,0.071,0.182,0.498,21
21177,0.035,0.154,0.123,0.2,0.488,21
21179,0.033,0.106,0.068,0.244,0.548,21
21181,0.023,0.025,0.09,0.271,0.591,21
21183,0.064,0.145,0.109,0.19,0.492,21
21185,0.025,0.039,0.098,0.278,0.56,21
21187,0.091,0.039,0.114,0.198,0.558,21
21189,0.121,0.058,0.157,0.282,0.382,21
21191,0.035,0.121,0.103,0.129,0.613,21
21193,0.123,0.093,0.111,0.171,0.502,21
21195,0.096,0.088,0.123,0.148,0.545,21
21197,0.112,0.099,0.102,0.232,0.455,21
21199,0.13,0.123,0.096,0.164,0.487,21
21201,0.048,0.123,0.039,0.204,0.586,21
21203,0.215,0.079,0.075,0.157,0.474,21
21205,0.159,0.097,0.047,0.231,0.467,21
21207,0.096,0.138,0.195,0.206,0.365,21
21209,0.04,0.044,0.076,0.081,0.759,21
21211,0.092,0.107,0.054,0.261,0.487,21
21213,0.137,0.066,0.162,0.208,0.426,21
21215,0.032,0.058,0.047,0.41,0.453,21
21217,0.073,0.073,0.111,0.21,0.533,21
21219,0.058,0.147,0.135,0.266,0.394,21
21221,0.066,0.053,0.131,0.152,0.597,21
21223,0.134,0.172,0.135,0.217,0.342,21
21225,0.211,0.079,0.229,0.172,0.309,21
21227,0.076,0.067,0.063,0.185,0.609,21
21229,0.035,0.066,0.116,0.221,0.562,21
21231,0.102,0.151,0.16,0.169,0.417,21
21233,0.088,0.084,0.167,0.21,0.451,21
21235,0.176,0.062,0.113,0.174,0.476,21
21237,0.14,0.095,0.114,0.203,0.448,21
