COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,State fips
31033,0.116,0.159,0.164,0.338,0.223,31
31035,0.064,0.132,0.124,0.28,0.4,31
31037,0.054,0.089,0.228,0.287,0.341,31
31039,0.147,0.066,0.122,0.347,0.317,31
31041,0.143,0.104,0.112,0.328,0.314,31
31043,0.113,0.167,0.131,0.163,0.425,31
31045,0.224,0.103,0.11,0.321,0.242,31
31047,0.096,0.114,0.115,0.348,0.328,31
31049,0.093,0.147,0.138,0.267,0.355,31
31051,0.163,0.16,0.131,0.162,0.383,31
31053,0.14,0.036,0.136,0.374,0.314,31
31055,0.091,0.069,0.095,0.263,0.482,31
31057,0.053,0.232,0.173,0.231,0.311,31
31059,0.053,0.096,0.263,0.375,0.213,31
31061,0.083,0.168,0.083,0.288,0.378,31
31063,0.094,0.121,0.136,0.336,0.313,31
31065,0.101,0.135,0.129,0.319,0.315,31
31067,0.127,0.03,0.103,0.26,0.48,31
31069,0.202,0.124,0.119,0.268,0.288,31
31071,0.168,0.084,0.142,0.236,0.37,31
31073,0.086,0.12,0.115,0.347,0.333,31
31075,0.199,0.116,0.102,0.27,0.313,31
31077,0.122,0.091,0.122,0.245,0.421,31
31079,0.048,0.114,0.103,0.284,0.451,31
31081,0.04,0.124,0.157,0.252,0.427,31
31083,0.089,0.158,0.102,0.302,0.348,31
31085,0.072,0.151,0.161,0.273,0.343,31
31087,0.085,0.162,0.19,0.263,0.301,31
31089,0.113,0.134,0.234,0.154,0.365,31
31091,0.151,0.123,0.11,0.279,0.337,31
31093,0.073,0.104,0.108,0.281,0.433,31
31095,0.206,0.05,0.055,0.306,0.384,31
31097,0.061,0.175,0.247,0.207,0.31,31
31099,0.062,0.127,0.094,0.318,0.399,31
31101,0.093,0.15,0.13,0.235,0.393,31
31103,0.124,0.09,0.183,0.273,0.331,31
31105,0.187,0.173,0.161,0.228,0.25,31
31107,0.171,0.178,0.195,0.157,0.299,31
31109,0.093,0.061,0.112,0.264,0.47,31
31111,0.103,0.145,0.123,0.287,0.341,31
31113,0.14,0.133,0.115,0.308,0.304,31
31115,0.193,0.084,0.129,0.276,0.318,31
31117,0.121,0.147,0.115,0.257,0.361,31
31119,0.251,0.082,0.194,0.156,0.317,31
31121,0.05,0.125,0.137,0.234,0.454,31
31123,0.261,0.119,0.124,0.273,0.223,31
31125,0.091,0.111,0.131,0.207,0.459,31
31127,0.09,0.148,0.137,0.293,0.333,31
31129,0.138,0.132,0.064,0.349,0.318,31
31131,0.11,0.097,0.09,0.275,0.428,31
31133,0.067,0.147,0.215,0.254,0.316,31
31135,0.069,0.164,0.142,0.233,0.393,31
31137,0.072,0.126,0.103,0.336,0.363,31
31139,0.253,0.11,0.185,0.142,0.311,31
31141,0.044,0.094,0.176,0.254,0.432,31
31143,0.029,0.167,0.277,0.174,0.353,31
31145,0.102,0.123,0.169,0.308,0.298,31
31147,0.098,0.185,0.166,0.252,0.298,31
31149,0.13,0.102,0.198,0.222,0.349,31
31151,0.021,0.07,0.186,0.217,0.507,31
31153,0.094,0.069,0.144,0.26,0.433,31
31155,0.108,0.09,0.28,0.223,0.3,31
31157,0.256,0.132,0.113,0.245,0.255,31
31159,0.028,0.046,0.216,0.109,0.601,31
31161,0.248,0.083,0.094,0.333,0.242,31
31163,0.093,0.099,0.11,0.307,0.39,31
31165,0.241,0.161,0.101,0.292,0.205,31
31167,0.265,0.08,0.192,0.154,0.309,31
31169,0.185,0.071,0.066,0.429,0.249,31
31171,0.152,0.12,0.118,0.302,0.308,31
31173,0.123,0.153,0.119,0.187,0.418,31
31175,0.135,0.09,0.118,0.278,0.38,31
31177,0.086,0.116,0.15,0.261,0.386,31
31179,0.245,0.12,0.155,0.141,0.34,31
31181,0.091,0.167,0.068,0.286,0.389,31
31183,0.162,0.084,0.155,0.201,0.399,31
31185,0.044,0.168,0.422,0.184,0.182,31
32001,0.022,0.093,0.058,0.153,0.674,32
32003,0.027,0.032,0.054,0.145,0.742,32
32005,0.029,0.055,0.091,0.238,0.588,32
32007,0.021,0.046,0.19,0.364,0.379,32
32009,0.086,0.004,0.006,0.032,0.872,32
32011,0.002,0.054,0.17,0.386,0.387,32
32013,0.008,0.042,0.156,0.069,0.725,32
32015,0.004,0.085,0.142,0.182,0.588,32
32017,0.048,0.019,0.147,0.177,0.61,32
32019,0.037,0.069,0.05,0.173,0.671,32
32021,0.022,0.018,0.09,0.115,0.755,32
32023,0.061,0.038,0.052,0.183,0.666,32
32027,0.01,0.013,0.248,0.038,0.691,32
32029,0.015,0.038,0.039,0.126,0.782,32
32031,0.024,0.025,0.06,0.215,0.676,32
32033,0.059,0.016,0.208,0.421,0.296,32
32510,0.023,0.064,0.054,0.274,0.585,32
33001,0.114,0.02,0.11,0.158,0.598,33
33003,0.088,0.035,0.107,0.172,0.598,33
33005,0.02,0.075,0.093,0.202,0.609,33
33007,0.017,0.05,0.068,0.169,0.697,33
33009,0.039,0.026,0.032,0.199,0.705,33
33011,0.03,0.069,0.066,0.164,0.67,33
33013,0.085,0.067,0.075,0.158,0.615,33
33015,0.018,0.057,0.074,0.212,0.639,33
33017,0.08,0.074,0.098,0.19,0.558,33
33019,0.06,0.103,0.012,0.252,0.574,33
34001,0.019,0.041,0.03,0.176,0.734,34
34003,0.02,0.014,0.053,0.151,0.762,34
34005,0.023,0.02,0.043,0.134,0.779,34
34007,0.028,0.005,0.027,0.137,0.802,34
34009,0.013,0.011,0.022,0.214,0.74,34
34011,0.032,0.006,0.058,0.142,0.762,34
34013,0.035,0.014,0.085,0.183,0.682,34
34015,0.047,0.01,0.052,0.145,0.746,34
34017,0.022,0.019,0.077,0.211,0.67,34
34019,0.007,0.038,0.065,0.085,0.804,34
34021,0.017,0.014,0.05,0.162,0.757,34
34023,0.02,0.016,0.054,0.146,0.765,34
34025,0.01,0.022,0.041,0.164,0.764,34
34027,0.023,0.018,0.049,0.191,0.72,34
34029,0.012,0.056,0.055,0.104,0.772,34
34031,0.029,0.015,0.063,0.138,0.756,34
34033,0.041,0.043,0.036,0.154,0.726,34
34035,0.016,0.027,0.046,0.12,0.791,34
34037,0.02,0.026,0.029,0.205,0.72,34
34039,0.012,0.011,0.059,0.202,0.716,34
34041,0.035,0.02,0.044,0.152,0.749,34
35001,0.036,0.014,0.057,0.135,0.758,35
35003,0.054,0.039,0.036,0.109,0.762,35
35005,0.074,0.04,0.108,0.144,0.634,35
35006,0.003,0.059,0.014,0.085,0.839,35
35007,0.041,0.019,0.091,0.106,0.743,35
35009,0.011,0.129,0.111,0.209,0.54,35
35011,0.036,0.069,0.085,0.098,0.712,35
35013,0.011,0.044,0.036,0.097,0.812,35
35015,0.2,0.07,0.092,0.239,0.399,35
35017,0.043,0.031,0.15,0.205,0.572,35
35019,0.014,0.049,0.072,0.098,0.766,35
35021,0.057,0.152,0.062,0.115,0.614,35
35023,0.056,0.037,0.186,0.153,0.569,35
35025,0.112,0.024,0.115,0.331,0.418,35
35027,0.04,0.012,0.055,0.162,0.731,35
35028,0.001,0.041,0.076,0.173,0.709,35
35029,0.105,0.046,0.024,0.11,0.715,35
35031,0.01,0.06,0.008,0.202,0.721,35
35033,0.002,0.027,0.067,0.098,0.806,35
35035,0.074,0.03,0.143,0.158,0.595,35
35037,0.049,0.152,0.07,0.159,0.571,35
35039,0.007,0.054,0.102,0.162,0.675,35
35041,0.009,0.154,0.089,0.146,0.602,35
35043,0.017,0.015,0.096,0.11,0.762,35
35045,0.057,0.015,0.118,0.255,0.555,35
35047,0.004,0.02,0.057,0.119,0.8,35
35049,0.008,0.016,0.031,0.143,0.803,35
35051,0.03,0.039,0.033,0.239,0.659,35
35053,0.002,0.008,0.05,0.193,0.746,35
35055,0.006,0.041,0.055,0.113,0.785,35
35057,0.097,0.005,0.035,0.167,0.696,35
35059,0.12,0.118,0.127,0.242,0.393,35
35061,0.006,0.009,0.143,0.195,0.648,35
36001,0.006,0.012,0.052,0.142,0.788,36
36003,0.062,0.015,0.028,0.124,0.771,36
36005,0.043,0.013,0.066,0.136,0.742,
36007,0.044,0.028,0.051,0.066,0.812,36
36009,0.015,0.013,0.024,0.156,0.793,36
36011,0,0.033,0.072,0.162,0.732,36
36013,0.029,0.024,0.038,0.206,0.703,36
36015,0.012,0.046,0.092,0.256,0.594,36
36017,0.048,0.045,0.015,0.156,0.735,36
36019,0.017,0.024,0.102,0.084,0.773,36
36021,0.014,0.004,0.029,0.104,0.848,36
36023,0.001,0.062,0.015,0.118,0.803,36
36025,0.057,0.053,0.034,0.112,0.744,36
36027,0.007,0.009,0.031,0.099,0.854,36
36029,0.018,0.014,0.04,0.161,0.766,36
36031,0.05,0.05,0.057,0.107,0.736,36
36033,0.026,0.027,0.117,0.097,0.733,36
36035,0.078,0.015,0.06,0.118,0.729,36
36037,0.001,0.017,0.015,0.187,0.781,36
36039,0.022,0.014,0.03,0.146,0.788,36
36041,0.042,0.024,0.053,0.229,0.653,36
36043,0.015,0.026,0.042,0.158,0.758,36
36045,0.008,0.058,0.038,0.116,0.78,36
36047,0.035,0.034,0.058,0.141,0.732,
36049,0.069,0.036,0.02,0.11,0.765,36
36051,0.011,0.034,0.009,0.111,0.835,36
36053,0.003,0.015,0.043,0.107,0.832,36
36055,0.018,0.012,0.056,0.129,0.785,36
36057,0.102,0.005,0.054,0.09,0.749,36
36059,0.017,0.018,0.043,0.142,0.779,36
36061,0.02,0.016,0.04,0.121,0.803,36
36063,0.001,0.028,0.037,0.204,0.73,36
36065,0.016,0.025,0.033,0.153,0.774,36
36067,0.019,0.008,0.054,0.163,0.756,36
36069,0.001,0.012,0.031,0.107,0.849,36
36071,0.023,0.008,0.042,0.18,0.746,36
36073,0.001,0.033,0.059,0.213,0.693,36
36075,0.017,0.003,0.094,0.119,0.766,36
36077,0.032,0.065,0.027,0.096,0.779,36
36079,0.003,0.018,0.022,0.105,0.852,36
36081,0.022,0.023,0.068,0.136,0.751,
36083,0.018,0.018,0.073,0.14,0.751,36
36085,0.033,0.015,0.046,0.178,0.728,
36087,0.011,0.018,0.054,0.195,0.722,36
36089,0.027,0.029,0.095,0.149,0.701,36
36091,0.02,0.012,0.062,0.156,0.751,36
36093,0.04,0.007,0.051,0.06,0.841,36
36095,0.007,0.02,0.04,0.108,0.825,36
36097,0.01,0.009,0.071,0.239,0.67,36
36099,0.001,0.012,0.042,0.082,0.864,36
36101,0.036,0.031,0.057,0.201,0.674,36
36103,0.04,0.019,0.053,0.106,0.782,36
36105,0.024,0.03,0.043,0.085,0.817,36
36107,0.019,0.011,0.018,0.114,0.839,36
36109,0.012,0.01,0.046,0.098,0.833,36
36111,0.014,0.023,0.045,0.1,0.818,36
36113,0.026,0.018,0.104,0.13,0.723,36
36115,0.026,0.027,0.135,0.138,0.673,36
36117,0.001,0.016,0.061,0.132,0.789,36
36119,0.025,0.018,0.044,0.115,0.798,36
36121,0.001,0.024,0.008,0.107,0.861,36
36123,0,0.006,0.023,0.087,0.884,36
37001,0.04,0.073,0.126,0.175,0.586,37
37003,0.027,0.023,0.103,0.272,0.575,37
37005,0.153,0.067,0.067,0.21,0.504,37
37007,0.053,0.062,0.08,0.163,0.641,37
37009,0.149,0.026,0.083,0.287,0.455,37
37011,0.096,0.01,0.212,0.173,0.509,37
37013,0.037,0.08,0.041,0.219,0.623,37
37015,0.1,0.04,0.064,0.214,0.582,37
37017,0.073,0.023,0.076,0.104,0.724,37
37019,0.024,0.018,0.036,0.248,0.673,37
37021,0.009,0.023,0.044,0.23,0.693,37
37023,0.091,0.056,0.124,0.189,0.54,37
37025,0.04,0.022,0.092,0.27,0.576,37
37027,0.028,0.031,0.072,0.199,0.67,37
37029,0.091,0.025,0.121,0.188,0.575,37
37031,0.01,0.067,0.167,0.197,0.56,37
37033,0.06,0.035,0.199,0.179,0.527,37
37035,0.035,0.07,0.13,0.214,0.551,37
37037,0.007,0.025,0.063,0.139,0.766,37
37039,0.085,0.109,0.101,0.147,0.557,37
37041,0.044,0.011,0.152,0.296,0.497,37
37043,0.099,0.091,0.095,0.169,0.546,37
37045,0.062,0.121,0.094,0.151,0.573,37
37047,0.179,0.043,0.113,0.155,0.511,37
37049,0.034,0.068,0.212,0.215,0.47,37
37051,0.028,0.047,0.1,0.175,0.649,37
37053,0.157,0.021,0.131,0.167,0.524,37
37055,0.028,0.005,0.102,0.194,0.671,37
37057,0.058,0.085,0.169,0.134,0.554,37
37059,0.074,0.067,0.037,0.14,0.681,37
37061,0.068,0.044,0.143,0.126,0.62,37
37063,0.017,0.014,0.033,0.104,0.832,37
37065,0.021,0.037,0.055,0.184,0.703,37
37067,0.02,0.022,0.068,0.183,0.706,37
37069,0.038,0.03,0.061,0.127,0.745,37
37071,0.038,0.079,0.054,0.197,0.632,37
37073,0.008,0.022,0.19,0.21,0.57,37
37075,0.095,0.072,0.096,0.236,0.502,37
37077,0.042,0.033,0.082,0.107,0.736,37
37079,0.072,0.061,0.127,0.24,0.501,37
37081,0.04,0.055,0.117,0.199,0.588,37
37083,0.014,0.007,0.068,0.2,0.711,37
37085,0.031,0.069,0.06,0.129,0.711,37
37087,0.077,0.039,0.03,0.188,0.666,37
37089,0.014,0.028,0.042,0.201,0.715,37
37091,0.02,0.007,0.06,0.217,0.696,37
37093,0.009,0.047,0.092,0.236,0.616,37
37095,0.133,0.03,0.08,0.259,0.498,37
37097,0.08,0.051,0.106,0.219,0.544,37
37099,0.077,0.065,0.067,0.176,0.616,37
37101,0.032,0.022,0.113,0.151,0.682,37
37103,0.064,0.051,0.208,0.233,0.445,37
37105,0.066,0.102,0.081,0.115,0.636,37
37107,0.109,0.041,0.112,0.228,0.51,37
37109,0.029,0.09,0.084,0.234,0.563,37
37111,0.075,0.114,0.105,0.143,0.563,37
37113,0.153,0.039,0.085,0.182,0.541,37
37115,0.016,0.034,0.08,0.178,0.692,37
37117,0.084,0.089,0.071,0.15,0.605,37
37119,0.029,0.037,0.075,0.166,0.694,37
37121,0.096,0.035,0.146,0.154,0.569,37
37123,0.027,0.056,0.078,0.184,0.655,37
37125,0.039,0.105,0.041,0.237,0.578,37
37127,0.044,0.032,0.038,0.212,0.673,37
37129,0.019,0.032,0.032,0.25,0.667,37
37131,0.017,0.003,0.067,0.201,0.712,37
37133,0.039,0.039,0.159,0.254,0.509,37
37135,0.01,0.02,0.028,0.142,0.801,37
37137,0.036,0.057,0.181,0.243,0.482,37
37139,0.067,0.021,0.11,0.238,0.563,37
37141,0.05,0.035,0.142,0.169,0.603,37
37143,0.036,0.014,0.154,0.299,0.498,37
37145,0.01,0.008,0.07,0.166,0.746,37
37147,0.034,0.065,0.085,0.204,0.612,37
37149,0.018,0.115,0.105,0.263,0.499,37
37151,0.066,0.078,0.105,0.138,0.613,37
37153,0.05,0.039,0.145,0.153,0.612,37
37155,0.062,0.031,0.116,0.165,0.626,37
37157,0.125,0.094,0.124,0.111,0.546,37
37159,0.086,0.065,0.131,0.175,0.542,37
37161,0.045,0.17,0.098,0.156,0.532,37
37163,0.006,0.005,0.084,0.197,0.708,37
37165,0.137,0.029,0.178,0.199,0.458,37
37167,0.029,0.083,0.097,0.217,0.574,37
37169,0.015,0.034,0.116,0.247,0.588,37
37171,0.019,0.041,0.1,0.382,0.458,37
37173,0.079,0.061,0.086,0.247,0.528,37
37175,0.025,0.013,0.047,0.224,0.691,37
37177,0.054,0.016,0.103,0.301,0.527,37
37179,0.06,0.045,0.067,0.213,0.615,37
37181,0.042,0.031,0.137,0.159,0.631,37
37183,0.015,0.02,0.07,0.168,0.727,37
37185,0.027,0.024,0.105,0.158,0.686,37
37187,0.113,0.053,0.057,0.301,0.476,37
37189,0.062,0.01,0.072,0.363,0.493,37
37191,0.017,0.018,0.09,0.132,0.744,37
37193,0.046,0.071,0.164,0.208,0.511,37
37195,0.013,0.067,0.081,0.248,0.59,37
37197,0.073,0.027,0.08,0.199,0.621,37
37199,0.028,0.019,0.063,0.224,0.665,37
38001,0.219,0.166,0.189,0.233,0.193,38
38003,0.111,0.079,0.137,0.248,0.425,38
38005,0.289,0.194,0.118,0.195,0.204,38
38007,0.2,0.201,0.137,0.244,0.218,38
38009,0.206,0.119,0.142,0.259,0.274,38
38011,0.188,0.141,0.146,0.262,0.263,38
38013,0.191,0.147,0.151,0.258,0.253,38
38015,0.172,0.233,0.091,0.297,0.207,38
38017,0.09,0.113,0.142,0.233,0.423,38
38019,0.146,0.272,0.165,0.222,0.195,38
38021,0.151,0.077,0.227,0.277,0.267,38
38023,0.186,0.168,0.163,0.255,0.227,38
38025,0.195,0.189,0.125,0.252,0.239,38
38027,0.269,0.159,0.117,0.209,0.246,38
38029,0.16,0.221,0.094,0.302,0.222,38
38031,0.265,0.081,0.081,0.27,0.304,38
38033,0.187,0.206,0.149,0.256,0.203,38
38035,0.097,0.122,0.222,0.253,0.305,38
38037,0.177,0.233,0.125,0.275,0.19,38
38039,0.162,0.054,0.197,0.217,0.37,38
38041,0.218,0.207,0.15,0.232,0.193,38
38043,0.193,0.206,0.074,0.301,0.226,38
38045,0.115,0.07,0.193,0.307,0.315,38
38047,0.172,0.156,0.104,0.295,0.272,38
38049,0.206,0.132,0.124,0.263,0.275,38
38051,0.169,0.128,0.136,0.275,0.291,38
38053,0.19,0.182,0.142,0.253,0.232,38
38055,0.189,0.185,0.107,0.273,0.246,38
38057,0.189,0.197,0.111,0.266,0.237,38
38059,0.172,0.235,0.096,0.293,0.205,38
38061,0.192,0.16,0.134,0.258,0.256,38
38063,0.133,0.183,0.193,0.218,0.274,38
38065,0.181,0.217,0.102,0.28,0.221,38
38067,0.08,0.216,0.202,0.256,0.247,38
38069,0.253,0.136,0.12,0.246,0.246,38
38071,0.242,0.25,0.138,0.175,0.195,38
38073,0.073,0.114,0.223,0.236,0.354,38
38075,0.193,0.13,0.141,0.262,0.274,38
38077,0.155,0.174,0.189,0.116,0.366,38
38079,0.248,0.154,0.135,0.235,0.228,38
38081,0.081,0.163,0.249,0.251,0.257,38
38083,0.203,0.186,0.091,0.285,0.235,38
38085,0.157,0.228,0.108,0.295,0.211,38
38087,0.217,0.179,0.142,0.246,0.215,38
38089,0.207,0.205,0.129,0.24,0.219,38
38091,0.172,0.061,0.302,0.182,0.283,38
38093,0.202,0.053,0.076,0.314,0.354,38
38095,0.263,0.232,0.127,0.198,0.18,38
38097,0.144,0.115,0.205,0.233,0.303,38
38099,0.087,0.181,0.208,0.253,0.271,38
38101,0.195,0.138,0.127,0.263,0.276,38
38103,0.254,0.163,0.083,0.275,0.226,38
38105,0.186,0.182,0.155,0.254,0.223,38
39001,0.074,0.116,0.149,0.222,0.439,39
39003,0.085,0.104,0.114,0.382,0.314,39
39005,0.068,0.035,0.268,0.19,0.438,39
39007,0.144,0.008,0.099,0.257,0.492,39
39009,0.071,0.115,0.164,0.236,0.413,39
39011,0.131,0.089,0.153,0.342,0.285,39
39013,0.082,0.086,0.118,0.25,0.464,39
39015,0.177,0.177,0.101,0.128,0.417,39
39017,0.047,0.072,0.106,0.244,0.531,39
39019,0.147,0.261,0.052,0.15,0.39,39
39021,0.084,0.051,0.274,0.269,0.321,39
39023,0.066,0.027,0.19,0.247,0.471,39
39025,0.082,0.069,0.074,0.192,0.584,39
39027,0.171,0.198,0.071,0.105,0.455,39
39029,0.098,0.08,0.115,0.156,0.551,39
39031,0.077,0.194,0.294,0.178,0.258,39
39033,0.101,0.107,0.126,0.184,0.482,39
39035,0.042,0.052,0.084,0.213,0.609,39
39037,0.216,0.084,0.15,0.28,0.271,39
39039,0.052,0.114,0.152,0.221,0.462,39
39041,0.018,0.081,0.084,0.177,0.64,39
39043,0.078,0.022,0.091,0.179,0.63,39
39045,0.1,0.095,0.135,0.142,0.527,39
39047,0.157,0.055,0.328,0.158,0.302,39
39049,0.042,0.054,0.09,0.198,0.617,39
39051,0.029,0.046,0.318,0.272,0.335,39
39053,0.074,0.082,0.203,0.178,0.463,39
39055,0.03,0.057,0.064,0.218,0.631,39
39057,0.041,0.082,0.095,0.264,0.519,39
39059,0.101,0.162,0.137,0.181,0.419,39
39061,0.069,0.056,0.102,0.224,0.549,39
39063,0.076,0.127,0.122,0.302,0.373,39
39065,0.149,0.121,0.134,0.227,0.368,39
39067,0.107,0.141,0.153,0.233,0.365,39
39069,0.038,0.111,0.189,0.197,0.465,39
39071,0.157,0.144,0.068,0.162,0.468,39
39073,0.169,0.137,0.21,0.104,0.38,39
39075,0.05,0.087,0.134,0.271,0.457,39
39077,0.191,0.064,0.204,0.172,0.369,39
39079,0.166,0.141,0.247,0.105,0.341,39
39081,0.076,0.142,0.152,0.209,0.42,39
39083,0.138,0.1,0.065,0.17,0.526,39
39085,0.067,0.039,0.104,0.246,0.544,39
39087,0.089,0.097,0.185,0.23,0.399,39
39089,0.056,0.102,0.176,0.127,0.539,39
39091,0.136,0.117,0.314,0.248,0.186,39
39093,0.089,0.097,0.099,0.207,0.508,39
39095,0.078,0.056,0.111,0.189,0.566,39
39097,0.037,0.087,0.167,0.262,0.447,39
39099,0.046,0.099,0.099,0.231,0.525,39
39101,0.084,0.18,0.115,0.159,0.462,39
39103,0.068,0.077,0.125,0.227,0.503,39
39105,0.072,0.137,0.182,0.177,0.432,39
39107,0.102,0.105,0.245,0.314,0.233,39
39109,0.077,0.07,0.19,0.227,0.436,39
39111,0.04,0.144,0.139,0.291,0.386,39
39113,0.041,0.065,0.065,0.222,0.607,39
39115,0.142,0.114,0.153,0.259,0.332,39
39117,0.059,0.094,0.075,0.31,0.462,39
39119,0.136,0.145,0.121,0.182,0.416,39
39121,0.109,0.176,0.139,0.219,0.357,39
39123,0.052,0.035,0.084,0.219,0.609,39
39125,0.095,0.061,0.24,0.314,0.29,39
39127,0.138,0.149,0.214,0.19,0.309,39
39129,0.067,0.087,0.092,0.244,0.51,39
39131,0.186,0.124,0.124,0.158,0.409,39
39133,0.028,0.078,0.126,0.213,0.555,39
39135,0.045,0.146,0.186,0.248,0.375,39
39137,0.041,0.118,0.253,0.307,0.28,39
39139,0.066,0.08,0.213,0.221,0.419,39
39141,0.181,0.103,0.101,0.168,0.447,39
39143,0.139,0.074,0.109,0.209,0.469,39
39145,0.121,0.096,0.242,0.156,0.387,39
39147,0.119,0.195,0.243,0.164,0.279,39
39149,0.182,0.119,0.216,0.283,0.2,39
39151,0.065,0.11,0.102,0.198,0.525,39
39153,0.048,0.056,0.125,0.207,0.565,39
39155,0.054,0.059,0.121,0.23,0.535,39
39157,0.126,0.204,0.116,0.215,0.339,39
39159,0.175,0.018,0.099,0.245,0.463,39
39161,0.069,0.084,0.223,0.412,0.212,39
39163,0.09,0.165,0.218,0.147,0.38,39
39165,0.062,0.044,0.085,0.162,0.647,39
39167,0.072,0.121,0.142,0.29,0.375,39
39169,0.064,0.082,0.144,0.245,0.466,39
39171,0.035,0.133,0.199,0.208,0.425,39
39173,0.029,0.061,0.086,0.252,0.572,39
39175,0.1,0.201,0.138,0.135,0.426,39
40001,0.105,0.068,0.258,0.213,0.356,40
40003,0.203,0.096,0.188,0.25,0.262,40
40005,0.076,0.184,0.111,0.284,0.345,40
40007,0.153,0.154,0.085,0.223,0.384,40
40009,0.088,0.265,0.187,0.121,0.339,40
40011,0.029,0.081,0.244,0.32,0.326,40
40013,0.094,0.087,0.125,0.237,0.457,40
40015,0.013,0.111,0.194,0.239,0.444,40
40017,0.043,0.073,0.103,0.309,0.472,40
40019,0.128,0.169,0.138,0.213,0.351,40
40021,0.099,0.121,0.212,0.24,0.327,40
40023,0.064,0.113,0.119,0.251,0.454,40
40025,0.14,0.089,0.153,0.26,0.358,40
40027,0.046,0.101,0.079,0.25,0.524,40
40029,0.075,0.12,0.105,0.307,0.394,40
40031,0.054,0.179,0.127,0.226,0.413,40
40033,0.06,0.117,0.102,0.173,0.548,40
40035,0.247,0.113,0.236,0.112,0.292,40
40037,0.154,0.074,0.145,0.212,0.415,40
40039,0.006,0.274,0.413,0.13,0.177,40
40041,0.188,0.187,0.202,0.107,0.316,40
40043,0.066,0.185,0.286,0.219,0.244,40
40045,0.132,0.22,0.135,0.207,0.306,40
40047,0.233,0.103,0.127,0.28,0.258,40
40049,0.075,0.087,0.157,0.249,0.433,40
40051,0.047,0.098,0.185,0.249,0.422,40
40053,0.205,0.136,0.145,0.255,0.257,40
40055,0.073,0.19,0.148,0.225,0.365,40
40057,0.105,0.158,0.16,0.239,0.338,40
40059,0.158,0.189,0.118,0.257,0.278,40
40061,0.146,0.09,0.203,0.258,0.303,40
40063,0.089,0.037,0.146,0.213,0.514,40
40065,0.021,0.127,0.148,0.291,0.411,40
40067,0.084,0.108,0.163,0.14,0.505,40
40069,0.088,0.137,0.157,0.244,0.374,40
40071,0.099,0.12,0.135,0.225,0.419,40
40073,0.046,0.093,0.05,0.192,0.619,40
40075,0.025,0.19,0.131,0.239,0.415,40
40077,0.159,0.136,0.184,0.277,0.245,40
40079,0.142,0.152,0.156,0.196,0.354,40
40081,0.135,0.103,0.204,0.222,0.337,40
40083,0.03,0.027,0.114,0.31,0.519,40
40085,0.188,0.08,0.103,0.195,0.435,40
40087,0.092,0.099,0.068,0.197,0.545,40
40089,0.131,0.141,0.117,0.187,0.423,40
40091,0.085,0.057,0.265,0.221,0.373,40
40093,0.169,0.072,0.212,0.285,0.261,40
40095,0.13,0.074,0.114,0.256,0.425,40
40097,0.173,0.175,0.213,0.135,0.303,40
40099,0.042,0.154,0.247,0.218,0.34,40
40101,0.063,0.088,0.262,0.198,0.388,40
40103,0.069,0.085,0.1,0.253,0.493,40
40105,0.148,0.121,0.164,0.181,0.386,40
40107,0.112,0.035,0.241,0.193,0.419,40
40109,0.096,0.064,0.097,0.225,0.518,40
40111,0.078,0.052,0.204,0.276,0.39,40
40113,0.077,0.103,0.23,0.218,0.372,40
40115,0.154,0.13,0.229,0.151,0.337,40
40117,0.178,0.085,0.159,0.213,0.365,40
40119,0.083,0.068,0.129,0.207,0.514,40
40121,0.117,0.112,0.153,0.36,0.258,40
40123,0.029,0.033,0.102,0.235,0.601,40
40125,0.042,0.052,0.278,0.236,0.392,40
40127,0.077,0.152,0.122,0.261,0.388,40
40129,0.109,0.248,0.192,0.091,0.36,40
40131,0.097,0.105,0.164,0.201,0.433,40
40133,0.095,0.034,0.225,0.169,0.478,40
40135,0.106,0.11,0.209,0.212,0.362,40
40137,0.041,0.088,0.21,0.286,0.375,40
40139,0.123,0.12,0.102,0.225,0.43,40
40141,0.042,0.142,0.11,0.225,0.48,40
40143,0.074,0.061,0.141,0.243,0.482,40
40145,0.032,0.112,0.175,0.306,0.375,40
40147,0.118,0.183,0.162,0.192,0.345,40
40149,0.024,0.256,0.243,0.164,0.313,40
40151,0.165,0.116,0.166,0.281,0.272,40
40153,0.146,0.232,0.145,0.247,0.229,40
41001,0.051,0.189,0.179,0.189,0.392,41
41003,0.007,0.007,0.059,0.156,0.77,41
41005,0.016,0.024,0.071,0.168,0.721,41
41007,0.052,0.027,0.051,0.073,0.797,41
41009,0.048,0.015,0.158,0.174,0.604,41
41011,0.128,0.061,0.136,0.099,0.577,41
41013,0.019,0.075,0.027,0.246,0.633,41
41015,0.025,0.058,0.1,0.162,0.655,41
41017,0.01,0.061,0.014,0.25,0.666,41
41019,0.082,0.052,0.116,0.239,0.511,41
41021,0.008,0.003,0.049,0.332,0.607,41
41023,0.014,0.062,0.132,0.12,0.671,41
41025,0.032,0.099,0.114,0.157,0.598,41
41027,0.03,0.071,0.127,0.162,0.61,41
41029,0.044,0.077,0.075,0.138,0.665,41
41031,0.018,0.062,0.012,0.25,0.657,41
41033,0.028,0.056,0.072,0.192,0.652,41
41035,0.097,0.031,0.062,0.227,0.583,41
41037,0.05,0.017,0.127,0.247,0.558,41
41039,0.031,0.036,0.077,0.137,0.719,41
